Event_ID,Timestamp,Vehicle_Type,Speed_kmh,Latitude,Longitude,Event_Type,Severity,Traffic_Density
28020,2025-05-30 01:38:18,Truck,43,51.122496,71.51236,Normal,Low,77.22
28021,2025-05-30 01:42:27,Bus,102,51.093863,71.409248,Normal,Low,81.57
28022,2025-05-30 02:10:10,Car,76,51.108586,71.503774,Normal,Low,84.51
28023,2025-05-30 02:17:11,Bus,61,51.147525,71.423184,Normal,Low,80.91
28024,2025-05-30 02:24:20,Truck,5,51.094552,71.434229,Normal,Low,83.76
28025,2025-05-30 02:34:17,Truck,45,51.138686,71.395794,Normal,Low,87.91
28026,2025-05-30 03:14:59,Car,22,51.121224,71.490799,Normal,Low,76.18
28027,2025-05-30 04:03:50,Truck,44,51.171687,71.488631,Normal,Low,71.61
28028,2025-05-30 04:49:56,Car,22,51.160191,71.353925,Normal,Low,74.47
28029,2025-05-30 05:12:21,Truck,42,51.141261,71.482937,Normal,Low,63.97
28030,2025-05-30 05:27:12,Car,21,51.117003,71.466244,Normal,Low,62.21
28031,2025-05-30 05:27:51,Car,108,51.154731,71.412308,Normal,Low,70.41
28032,2025-05-30 05:36:27,Bus,23,51.21017,71.40296,Normal,Low,70.24
28033,2025-05-30 05:41:55,Motorcycle,31,51.123732,71.437977,Normal,Low,69.76
28034,2025-05-30 06:00:23,Car,111,51.171761,71.405371,Normal,Low,58.82
28035,2025-05-30 06:10:29,Motorcycle,48,51.099738,71.429628,Normal,Low,60.96
28036,2025-05-30 06:16:18,Truck,57,51.106261,71.458901,Normal,Low,64.78
28037,2025-05-30 06:30:23,Motorcycle,78,51.123705,71.426276,Normal,Low,57.05
28038,2025-05-30 08:03:31,Truck,38,51.097318,71.413356,Normal,Low,61.04
28039,2025-05-30 08:04:03,Bicycle,37,51.165274,71.455316,Normal,Low,62.24
28040,2025-05-30 08:04:30,Bicycle,94,51.177596,71.472268,Normal,Low,57.06
28041,2025-05-30 08:06:37,Bus,94,51.127774,71.518712,Normal,Low,59.95
28042,2025-05-30 08:08:09,Truck,56,51.160713,71.49771,Sudden De-celeration,High,75.38
28043,2025-05-30 08:11:40,Bus,23,51.170968,71.451284,Normal,Low,55.78
28044,2025-05-30 08:16:33,Bus,82,51.092046,71.45084,Normal,Low,55.08
28045,2025-05-30 08:19:37,Bicycle,20,51.12905,71.387944,Normal,Low,61.62
28046,2025-05-30 08:24:10,Motorcycle,76,51.133014,71.436351,Normal,Low,62.07
28047,2025-05-30 08:32:51,Bicycle,51,51.126151,71.487416,Normal,Low,63.8
28048,2025-05-30 08:41:13,Bicycle,3,51.162846,71.511748,Normal,Low,56.1
28049,2025-05-30 09:01:33,Bicycle,56,51.176931,71.348313,Normal,Low,61.64
28050,2025-05-30 09:07:20,Car,101,51.142259,71.40954,Normal,Low,62.23
28051,2025-05-30 09:08:08,Bus,94,51.15113,71.544492,Normal,Low,57.75
28052,2025-05-30 09:09:44,Motorcycle,38,51.124062,71.513888,Normal,Low,61.75
28053,2025-05-30 09:17:12,Bus,106,51.187462,71.415395,Normal,Low,60.84
28054,2025-05-30 09:25:44,Bus,92,51.172774,71.410551,Normal,Low,58.75
28055,2025-05-30 09:31:23,Bus,63,51.147097,71.471618,Normal,Low,58.47
28056,2025-05-30 09:39:20,Bus,89,51.114943,71.530226,Congestion,High,141.72
28057,2025-05-30 09:54:13,Bicycle,8,51.13861,71.527825,Normal,Low,64.66
28058,2025-05-30 10:36:25,Bicycle,38,51.130224,71.524993,Sudden De-celeration,High,87.51
28059,2025-05-30 11:04:51,Truck,44,51.135194,71.441558,Normal,Low,70.69
28060,2025-05-30 11:15:08,Car,53,51.121521,71.440371,Normal,Low,63.08
28061,2025-05-30 11:30:53,Bus,66,51.183204,71.366744,Normal,Low,62.79
28062,2025-05-30 11:52:53,Truck,68,51.136874,71.430208,Normal,Low,70.91
28063,2025-05-30 12:42:52,Car,75,51.138307,71.398373,Normal,Low,66.83
28064,2025-05-30 13:03:27,Bus,54,51.16532,71.45517,Normal,Low,65.56
28065,2025-05-30 13:53:35,Bus,73,51.166436,71.426991,Normal,Low,58.51
28066,2025-05-30 13:58:19,Truck,74,51.15068,71.546397,Normal,Low,57.24
28067,2025-05-30 14:03:40,Bicycle,35,51.168956,71.405295,Normal,Low,55.99
28068,2025-05-30 14:21:14,Car,36,51.106832,71.459361,Normal,Low,45.2
28069,2025-05-30 15:05:05,Car,20,51.099285,71.432803,Normal,Low,33.71
28070,2025-05-30 15:21:34,Car,31,51.172797,71.425234,Normal,Low,32.24
28071,2025-05-30 15:36:00,Motorcycle,0,51.136053,71.560934,Normal,Low,27.2
28072,2025-05-30 15:41:26,Motorcycle,48,51.186028,71.447636,Normal,Low,31.85
28073,2025-05-30 16:29:46,Truck,28,51.214741,71.39299,Normal,Low,22.2
28074,2025-05-30 17:00:24,Car,92,51.146478,71.415778,Normal,Low,7.36
28075,2025-05-30 17:02:19,Motorcycle,56,51.119668,71.467284,Normal,Low,14.38
28076,2025-05-30 17:11:40,Bus,9,51.192086,71.387354,Sudden De-celeration,Low,25.51
28077,2025-05-30 17:12:23,Motorcycle,82,51.168124,71.422563,Congestion,High,87.87
28078,2025-05-30 17:21:22,Motorcycle,59,51.134744,71.527318,Normal,Low,9.45
28079,2025-05-30 17:39:49,Bus,96,51.144581,71.514778,Normal,Low,10.12
28080,2025-05-30 17:48:01,Bicycle,3,51.163629,71.460483,Normal,Low,8.63
28081,2025-05-30 17:48:34,Car,62,51.135798,71.541832,Normal,Low,7.27
28082,2025-05-30 17:56:05,Bus,9,51.120886,71.499552,Normal,Low,9.14
28083,2025-05-30 17:59:24,Car,58,51.14826,71.557412,Sudden De-celeration,Low,39.67
28084,2025-05-30 18:01:14,Truck,57,51.120431,71.441529,Normal,Low,9.15
28085,2025-05-30 18:10:06,Truck,103,51.125504,71.437755,Normal,Low,5.71
28086,2025-05-30 18:11:40,Motorcycle,9,51.147369,71.490132,Normal,Low,2.78
28087,2025-05-30 18:22:52,Car,93,51.172919,71.43875,Normal,Low,9.02
28088,2025-05-30 18:28:15,Bicycle,15,51.135046,71.568447,Normal,Low,1.99
28089,2025-05-30 18:36:32,Truck,44,51.150876,71.481682,Normal,Low,3.67
28090,2025-05-30 18:37:52,Bus,50,51.178223,71.339438,Normal,Low,4.44
28091,2025-05-30 18:38:23,Bus,61,51.186557,71.506838,Congestion,High,78.15
28092,2025-05-30 18:40:29,Motorcycle,84,51.171897,71.402374,Normal,Low,2.82
28093,2025-05-30 18:47:50,Truck,32,51.158567,71.443053,Normal,Low,4.51
28094,2025-05-30 20:03:49,Motorcycle,73,51.136866,71.467344,Normal,Low,11.1
28095,2025-05-30 20:39:57,Bus,17,51.184636,71.379933,Normal,Low,9.16
28096,2025-05-30 21:29:52,Car,86,51.149817,71.369213,Normal,Low,30.1
28097,2025-05-30 22:32:11,Car,3,51.089616,71.435816,Normal,Low,45.36
28098,2025-05-30 22:45:58,Truck,5,51.176407,71.348365,Normal,Low,45.17
28099,2025-05-30 23:29:17,Bus,5,51.139259,71.496792,Sudden De-celeration,High,87.4
28100,2025-05-30 23:33:53,Bus,120,51.114344,71.504135,Normal,Low,64.42
28101,2025-05-30 23:38:37,Motorcycle,70,51.146225,71.444848,Normal,Low,63.95
28102,2025-05-31 00:22:24,Truck,33,51.167405,71.477413,Normal,Low,67.37
28103,2025-05-31 00:36:27,Bus,69,51.171201,71.364831,Normal,Low,73.85
28104,2025-05-31 00:44:24,Truck,104,51.123122,71.480623,Accident,High,101.64
28105,2025-05-31 01:32:11,Truck,24,51.177162,71.410697,Normal,Low,80.1
28106,2025-05-31 01:35:18,Bicycle,45,51.107749,71.461081,Normal,Low,83.54
28107,2025-05-31 01:38:33,Truck,87,51.1575,71.478312,Normal,Low,83.98
28108,2025-05-31 01:53:14,Truck,80,51.19747,71.396204,Normal,Low,82.23
28109,2025-05-31 02:00:04,Bus,75,51.097554,71.427765,Normal,Low,81.92
28110,2025-05-31 02:12:54,Motorcycle,105,51.168033,71.39656,Normal,Low,82.77
28111,2025-05-31 02:32:59,Truck,8,51.206249,71.410191,Normal,Low,85.9
28112,2025-05-31 02:44:57,Bicycle,40,51.124834,71.504513,Normal,Low,80.4
28113,2025-05-31 02:45:27,Bus,62,51.124869,71.412878,Normal,Low,79.64
28114,2025-05-31 03:29:02,Car,15,51.17649,71.393438,Accident,High,132.46
28115,2025-05-31 03:57:52,Motorcycle,86,51.172267,71.412067,Normal,Low,75.76
28116,2025-05-31 04:15:02,Bicycle,71,51.184715,71.493875,Normal,Low,76.65
28117,2025-05-31 04:28:04,Truck,100,51.203965,71.381399,Normal,Low,72.36
28118,2025-05-31 04:37:56,Car,33,51.145582,71.498216,Normal,Low,76.05
28119,2025-05-31 05:08:11,Truck,12,51.081486,71.421785,Normal,Low,70.19
28120,2025-05-31 05:14:11,Car,6,51.118661,71.484362,Congestion,High,130.44
28121,2025-05-31 05:38:38,Truck,100,51.119178,71.411879,Normal,Low,69.15
28122,2025-05-31 05:51:57,Bus,104,51.091137,71.457201,Normal,Low,59.19
28123,2025-05-31 06:40:27,Motorcycle,78,51.130509,71.432074,Normal,Low,55.22
28124,2025-05-31 08:26:43,Truck,89,51.146917,71.423297,Normal,Low,58.02
28125,2025-05-31 08:39:15,Truck,64,51.129247,71.599067,Sudden De-celeration,High,90.43
28126,2025-05-31 08:41:53,Truck,87,51.152207,71.418044,Normal,Low,55.78
28127,2025-05-31 08:50:43,Motorcycle,49,51.129482,71.524468,Normal,Low,57.79
28128,2025-05-31 09:01:16,Bicycle,87,51.131645,71.463712,Normal,Low,57.78
28129,2025-05-31 09:07:00,Motorcycle,33,51.128177,71.494433,Normal,Low,60.76
28130,2025-05-31 09:09:39,Car,67,51.174626,71.403174,Normal,Low,62.65
28131,2025-05-31 09:17:58,Motorcycle,66,51.180684,71.434437,Normal,Low,57.0
28132,2025-05-31 09:21:23,Car,71,51.109453,71.510668,Normal,Low,60.86
28133,2025-05-31 09:26:35,Bus,34,51.133742,71.514191,Normal,Low,66.52
28134,2025-05-31 09:37:34,Truck,35,51.122321,71.515773,Normal,Low,61.45
28135,2025-05-31 09:46:00,Motorcycle,81,51.190079,71.380539,Congestion,High,142.04
28136,2025-05-31 09:53:30,Car,2,51.152273,71.437958,Sudden De-celeration,High,78.48
28137,2025-05-31 09:55:37,Bus,87,51.146484,71.444837,Congestion,High,155.32
28138,2025-05-31 11:05:48,Motorcycle,3,51.161404,71.410318,Normal,Low,67.04
28139,2025-05-31 11:24:12,Motorcycle,26,51.149284,71.359348,Normal,Low,65.09
28140,2025-05-31 11:49:32,Bus,49,51.156002,71.411806,Normal,Low,68.32
28141,2025-05-31 14:37:14,Bus,87,51.164199,71.440917,Normal,Low,41.31
28142,2025-05-31 14:42:18,Motorcycle,62,51.102656,71.507941,Normal,Low,48.1
28143,2025-05-31 14:45:13,Motorcycle,65,51.093477,71.440807,Normal,Low,47.73
28144,2025-05-31 15:41:41,Motorcycle,55,51.165119,71.455804,Normal,Low,32.84
28145,2025-05-31 16:06:08,Car,5,51.13164,71.440892,Normal,Low,26.49
28146,2025-05-31 16:20:44,Motorcycle,113,51.166917,71.440058,Normal,Low,23.19
28147,2025-05-31 17:04:09,Motorcycle,23,51.149603,71.362192,Normal,Low,13.45
28148,2025-05-31 17:30:14,Truck,55,51.175684,71.397596,Normal,Low,10.13
28149,2025-05-31 17:37:04,Bus,40,51.131235,71.49506,Normal,Low,5.22
28150,2025-05-31 17:53:54,Car,38,51.187555,71.383675,Normal,Low,1.36
28151,2025-05-31 17:55:31,Bicycle,36,51.136317,71.558395,Normal,Low,7.07
28152,2025-05-31 18:05:00,Truck,108,51.131402,71.425934,Normal,Low,6.13
28153,2025-05-31 18:23:35,Bicycle,33,51.137364,71.408036,Normal,Low,3.03
28154,2025-05-31 18:28:14,Bus,22,51.185402,71.357798,Normal,Low,8.34
28155,2025-05-31 18:58:43,Car,113,51.197793,71.361679,Normal,Low,5.5
28156,2025-05-31 19:03:24,Bus,72,51.12891,71.599504,Congestion,Medium,69.27
28157,2025-05-31 19:23:07,Bicycle,19,51.186334,71.38974,Normal,Low,3.27
28158,2025-05-31 19:28:35,Truck,62,51.152378,71.413233,Normal,Low,8.53
28159,2025-05-31 19:32:04,Truck,48,51.144266,71.452346,Normal,Low,4.91
28160,2025-05-31 19:54:30,Bicycle,61,51.198218,71.505503,Normal,Low,6.31
28161,2025-05-31 20:00:06,Bus,87,51.191162,71.440564,Normal,Low,10.93
28162,2025-05-31 20:13:13,Bicycle,12,51.095201,71.404794,Normal,Low,8.55
28163,2025-05-31 20:13:28,Truck,10,51.146158,71.412126,Normal,Low,6.42
28164,2025-05-31 22:14:10,Truck,80,51.108447,71.461752,Normal,Low,39.88
28165,2025-05-31 22:16:57,Motorcycle,65,51.139483,71.478435,Normal,Low,37.89
28166,2025-05-31 22:17:38,Truck,117,51.118471,71.395774,Accident,Medium,68.46
28167,2025-05-31 23:53:07,Bus,29,51.102964,71.455835,Normal,Low,60.38
28168,2025-06-01 01:05:19,Truck,117,51.1664,71.410578,Normal,Low,79.52
28169,2025-06-01 01:18:40,Bus,91,51.178219,71.387164,Normal,Low,79.35
28170,2025-06-01 01:30:43,Motorcycle,90,51.126435,71.413315,Normal,Low,83.49
28171,2025-06-01 01:47:15,Bus,93,51.21111,71.379091,Congestion,High,157.83
28172,2025-06-01 02:35:40,Bus,106,51.134616,71.460246,Sudden De-celeration,High,118.29
28173,2025-06-01 02:46:42,Bus,78,51.12418,71.475416,Normal,Low,83.39
28174,2025-06-01 02:57:58,Car,90,51.137699,71.470341,Normal,Low,82.59
28175,2025-06-01 03:06:18,Car,117,51.168153,71.424568,Normal,Low,80.87
28176,2025-06-01 03:07:59,Bicycle,99,51.157717,71.436395,Normal,Low,79.68
28177,2025-06-01 03:11:16,Bicycle,18,51.131978,71.366268,Normal,Low,82.73
28178,2025-06-01 03:55:44,Truck,25,51.124469,71.437276,Normal,Low,75.06
28179,2025-06-01 04:12:50,Truck,94,51.132103,71.43704,Normal,Low,70.82
28180,2025-06-01 04:22:43,Bicycle,61,51.175561,71.39661,Accident,High,101.97
28181,2025-06-01 04:39:35,Bicycle,51,51.171218,71.48129,Normal,Low,69.0
28182,2025-06-01 05:03:59,Motorcycle,31,51.158619,71.457731,Normal,Low,64.45
28183,2025-06-01 05:33:00,Bus,110,51.193297,71.464864,Normal,Low,69.92
28184,2025-06-01 06:14:38,Truck,92,51.168618,71.439429,Normal,Low,64.08
28185,2025-06-01 07:17:55,Car,1,51.182747,71.368587,Normal,Low,59.32
28186,2025-06-01 07:26:57,Motorcycle,62,51.128276,71.438847,Normal,Low,60.8
28187,2025-06-01 07:36:33,Bus,93,51.175721,71.397395,Normal,Low,54.46
28188,2025-06-01 07:50:59,Bicycle,53,51.129566,71.507666,Normal,Low,57.13
28189,2025-06-01 08:27:58,Car,85,51.146537,71.506832,Normal,Low,62.33
28190,2025-06-01 08:37:16,Truck,4,51.12872,71.411722,Normal,Low,60.27
28191,2025-06-01 08:41:35,Car,22,51.123712,71.424855,Normal,Low,61.18
28192,2025-06-01 08:42:54,Car,16,51.232757,71.37109,Normal,Low,57.83
28193,2025-06-01 08:51:34,Truck,88,51.131382,71.406427,Normal,Low,60.74
28194,2025-06-01 09:03:21,Car,97,51.0942,71.499773,Normal,Low,65.03
28195,2025-06-01 09:15:00,Bus,10,51.146786,71.423525,Normal,Low,64.27
28196,2025-06-01 09:15:20,Truck,3,51.119774,71.451578,Normal,Low,62.06
28197,2025-06-01 09:22:36,Motorcycle,85,51.172211,71.405347,Normal,Low,63.5
28198,2025-06-01 09:34:02,Motorcycle,112,51.125925,71.479373,Normal,Low,64.56
28199,2025-06-01 09:38:10,Bicycle,108,51.148811,71.447603,Normal,Low,58.61
28200,2025-06-01 09:42:12,Bicycle,108,51.130984,71.397479,Sudden De-celeration,High,77.52
28201,2025-06-01 10:28:36,Car,96,51.127891,71.46882,Normal,Low,68.46
28202,2025-06-01 12:11:24,Bicycle,87,51.162176,71.465082,Normal,Low,66.32
28203,2025-06-01 12:25:45,Car,9,51.14944,71.36188,Normal,Low,62.02
28204,2025-06-01 12:26:33,Bus,106,51.129732,71.50831,Normal,Low,62.69
28205,2025-06-01 12:32:55,Bicycle,89,51.1409,71.410168,Normal,Low,67.94
28206,2025-06-01 12:45:34,Truck,6,51.175363,71.399345,Normal,Low,65.47
28207,2025-06-01 12:46:06,Bicycle,41,51.19836,71.359803,Normal,Low,66.03
28208,2025-06-01 13:24:03,Truck,109,51.146061,71.424952,Normal,Low,54.33
28209,2025-06-01 14:53:56,Bus,76,51.148899,71.424001,Normal,Low,41.1
28210,2025-06-01 15:18:03,Bicycle,103,51.197512,71.425646,Normal,Low,40.03
28211,2025-06-01 15:32:08,Truck,12,51.202471,71.386101,Normal,Low,32.33
28212,2025-06-01 15:33:36,Bus,61,51.143183,71.527415,Normal,Low,35.12
28213,2025-06-01 15:38:12,Bicycle,57,51.166667,71.408783,Normal,Low,26.19
28214,2025-06-01 16:05:47,Bicycle,104,51.181202,71.409601,Normal,Low,23.03
28215,2025-06-01 16:19:33,Bicycle,102,51.130736,71.430625,Normal,Low,22.37
28216,2025-06-01 17:03:26,Motorcycle,54,51.192171,71.395637,Normal,Low,7.83
28217,2025-06-01 17:11:51,Bus,46,51.108686,71.462453,Normal,Low,11.02
28218,2025-06-01 17:15:38,Bus,109,51.080976,71.413285,Congestion,Medium,60.42
28219,2025-06-01 17:18:19,Motorcycle,106,51.131419,71.506097,Normal,Low,4.65
28220,2025-06-01 17:34:17,Motorcycle,40,51.115235,71.434086,Normal,Low,9.33
28221,2025-06-01 18:13:34,Bus,47,51.144623,71.49604,Normal,Low,8.29
28222,2025-06-01 18:20:42,Car,105,51.198227,71.460311,Normal,Low,0.79
28223,2025-06-01 18:26:47,Truck,79,51.147615,71.422215,Normal,Low,3.56
28224,2025-06-01 18:28:53,Bus,9,51.166754,71.447938,Normal,Low,7.81
28225,2025-06-01 18:31:49,Bus,119,51.182175,71.385464,Normal,Low,2.14
28226,2025-06-01 18:36:08,Bicycle,85,51.184298,71.373818,Normal,Low,7.56
28227,2025-06-01 18:36:55,Motorcycle,106,51.133676,71.434815,Normal,Low,9.12
28228,2025-06-01 18:39:48,Bus,85,51.146194,71.412489,Normal,Low,2.5
28229,2025-06-01 18:43:22,Car,61,51.186605,71.505956,Normal,Low,2.65
28230,2025-06-01 18:54:00,Car,101,51.142861,71.583929,Sudden De-celeration,Low,35.34
28231,2025-06-01 18:56:41,Motorcycle,80,51.098858,71.464415,Normal,Low,0.35
28232,2025-06-01 18:58:36,Motorcycle,81,51.113253,71.510328,Normal,Low,0.49
28233,2025-06-01 19:20:32,Bus,67,51.13921,71.475638,Normal,Low,7.43
28234,2025-06-01 19:27:44,Motorcycle,53,51.160091,71.470983,Normal,Low,8.63
28235,2025-06-01 20:21:40,Truck,102,51.21641,71.434718,Normal,Low,5.78
28236,2025-06-01 20:24:52,Truck,103,51.17103,71.368802,Normal,Low,11.03
28237,2025-06-01 20:26:08,Truck,117,51.161824,71.468904,Congestion,High,89.8
28238,2025-06-01 20:56:34,Truck,56,51.126051,71.465855,Normal,Low,19.39
28239,2025-06-01 21:16:48,Bus,113,51.171556,71.443229,Normal,Low,18.94
28240,2025-06-01 21:56:58,Bus,116,51.134981,71.424921,Normal,Low,36.54
28241,2025-06-01 21:57:45,Bicycle,55,51.17109,71.42267,Normal,Low,33.02
28242,2025-06-01 21:58:21,Bicycle,4,51.132752,71.474757,Normal,Low,36.17
28243,2025-06-01 22:34:27,Truck,70,51.123431,71.504444,Normal,Low,41.7
28244,2025-06-01 23:14:03,Car,0,51.112763,71.564677,Normal,Low,51.62
28245,2025-06-01 23:20:16,Truck,72,51.183246,71.454756,Normal,Low,60.45
28246,2025-06-01 23:46:50,Motorcycle,4,51.110278,71.492259,Normal,Low,68.7
28247,2025-06-02 01:02:19,Bicycle,13,51.185065,71.421623,Normal,Low,77.35
28248,2025-06-02 01:12:51,Truck,21,51.107373,71.409117,Normal,Low,79.92
28249,2025-06-02 01:32:02,Motorcycle,48,51.119537,71.470874,Normal,Low,77.39
28250,2025-06-02 02:08:30,Car,115,51.138641,71.527743,Normal,Low,81.48
28251,2025-06-02 02:18:47,Motorcycle,81,51.163008,71.429196,Normal,Low,80.33
28252,2025-06-02 02:43:50,Truck,27,51.143168,71.482684,Sudden De-celeration,High,100.64
28253,2025-06-02 02:44:30,Bus,90,51.142078,71.410415,Normal,Low,80.36
28254,2025-06-02 03:21:36,Bus,0,51.142508,71.525811,Normal,Low,82.19
28255,2025-06-02 04:50:13,Truck,88,51.131769,71.589795,Normal,Low,71.84
28256,2025-06-02 05:38:21,Bicycle,63,51.146929,71.420294,Normal,Low,66.44
28257,2025-06-02 06:16:22,Truck,6,51.158443,71.462204,Normal,Low,56.9
28258,2025-06-02 06:23:07,Motorcycle,22,51.168172,71.345098,Normal,Low,60.31
28259,2025-06-02 06:40:30,Truck,42,51.16515,71.466199,Normal,Low,59.91
28260,2025-06-02 06:41:49,Truck,78,51.135954,71.549091,Normal,Low,55.12
28261,2025-06-02 06:55:04,Motorcycle,26,51.158576,71.462708,Normal,Low,60.69
28262,2025-06-02 06:59:46,Bicycle,119,51.144887,71.411665,Normal,Low,62.77
28263,2025-06-02 07:01:22,Bicycle,70,51.124605,71.437529,Normal,Low,58.44
28264,2025-06-02 07:41:20,Bus,28,51.152479,71.413954,Normal,Low,61.3
28265,2025-06-02 08:01:39,Truck,1,51.14932,71.363697,Normal,Low,59.32
28266,2025-06-02 08:12:34,Truck,5,51.093969,71.446513,Normal,Low,62.01
28267,2025-06-02 08:15:40,Bicycle,19,51.123124,71.486396,Normal,Low,57.31
28268,2025-06-02 08:16:40,Motorcycle,80,51.130641,71.401747,Normal,Low,59.83
28269,2025-06-02 08:17:58,Bus,114,51.147012,71.421133,Normal,Low,60.53
28270,2025-06-02 08:36:53,Truck,95,51.147408,71.471532,Normal,Low,56.1
28271,2025-06-02 08:43:22,Motorcycle,98,51.130386,71.502364,Normal,Low,55.59
28272,2025-06-02 08:43:41,Bus,106,51.121186,71.440254,Normal,Low,56.41
28273,2025-06-02 08:48:41,Car,8,51.162758,71.400463,Normal,Low,56.61
28274,2025-06-02 08:57:25,Truck,19,51.131427,71.445349,Normal,Low,56.09
28275,2025-06-02 09:06:41,Bicycle,13,51.146185,71.41235,Normal,Low,64.49
28276,2025-06-02 09:10:23,Bicycle,39,51.116711,71.453979,Congestion,High,121.79
28277,2025-06-02 09:32:34,Motorcycle,88,51.109266,71.427251,Normal,Low,61.38
28278,2025-06-02 09:56:54,Motorcycle,70,51.168708,71.408209,Normal,Low,68.32
28279,2025-06-02 11:23:40,Truck,20,51.170309,71.48037,Normal,Low,66.24
28280,2025-06-02 11:59:01,Motorcycle,95,51.147527,71.445045,Normal,Low,69.38
28281,2025-06-02 12:07:35,Motorcycle,38,51.157147,71.411585,Normal,Low,65.05
28282,2025-06-02 12:34:59,Car,118,51.136641,71.491874,Normal,Low,62.96
28283,2025-06-02 13:02:19,Motorcycle,38,51.206286,71.493931,Normal,Low,66.38
28284,2025-06-02 13:13:07,Car,116,51.166424,71.45169,Normal,Low,57.54
28285,2025-06-02 13:15:38,Car,74,51.176917,71.43717,Normal,Low,61.7
28286,2025-06-02 14:36:58,Car,30,51.127639,71.469442,Normal,Low,46.1
28287,2025-06-02 14:54:22,Car,42,51.079077,71.472488,Sudden De-celeration,Medium,59.7
28288,2025-06-02 14:59:36,Bicycle,56,51.184544,71.394397,Normal,Low,43.92
28289,2025-06-02 15:02:05,Bus,6,51.092074,71.494448,Normal,Low,40.74
28290,2025-06-02 15:05:51,Bus,8,51.170705,71.412495,Normal,Low,39.41
28291,2025-06-02 15:15:59,Truck,70,51.169809,71.439258,Normal,Low,34.84
28292,2025-06-02 15:18:21,Truck,11,51.112909,71.512366,Normal,Low,31.55
28293,2025-06-02 16:07:32,Bus,0,51.175018,71.401226,Normal,Low,21.81
28294,2025-06-02 16:11:24,Bus,53,51.1251,71.43773,Normal,Low,19.86
28295,2025-06-02 16:34:22,Motorcycle,40,51.124738,71.413011,Normal,Low,16.57
28296,2025-06-02 16:34:43,Car,36,51.171402,71.481227,Normal,Low,14.61
28297,2025-06-02 16:41:22,Bicycle,120,51.089937,71.464966,Normal,Low,14.02
28298,2025-06-02 16:58:37,Bus,43,51.12734,71.413473,Normal,Low,10.78
28299,2025-06-02 17:00:47,Motorcycle,10,51.144499,71.384466,Normal,Low,13.14
28300,2025-06-02 17:04:08,Car,120,51.129433,71.529254,Accident,Medium,68.2
28301,2025-06-02 17:10:58,Truck,45,51.120451,71.445781,Normal,Low,11.66
28302,2025-06-02 17:33:21,Motorcycle,54,51.091133,71.425662,Sudden De-celeration,Low,26.06
28303,2025-06-02 17:35:53,Car,107,51.149624,71.474012,Sudden De-celeration,Low,24.62
28304,2025-06-02 17:42:24,Bus,59,51.177548,71.342495,Congestion,High,90.71
28305,2025-06-02 17:47:01,Truck,83,51.148119,71.351002,Normal,Low,8.09
28306,2025-06-02 17:49:44,Motorcycle,68,51.171489,71.426683,Normal,Low,4.39
28307,2025-06-02 17:55:25,Truck,41,51.129883,71.381239,Normal,Low,2.17
28308,2025-06-02 18:01:45,Bus,11,51.142682,71.51692,Normal,Low,5.12
28309,2025-06-02 18:23:58,Car,80,51.13636,71.36902,Normal,Low,6.39
28310,2025-06-02 18:28:46,Truck,41,51.194772,71.397296,Normal,Low,8.68
28311,2025-06-02 18:35:02,Truck,22,51.191633,71.37111,Normal,Low,0.94
28312,2025-06-02 19:41:14,Bicycle,40,51.119191,71.401934,Normal,Low,1.61
28313,2025-06-02 19:45:48,Car,96,51.128501,71.495042,Normal,Low,4.05
28314,2025-06-02 19:50:17,Motorcycle,84,51.210791,71.393263,Sudden De-celeration,Low,31.64
28315,2025-06-02 19:55:27,Bus,103,51.140232,71.444519,Normal,Low,7.09
28316,2025-06-02 20:24:07,Motorcycle,98,51.165457,71.440496,Normal,Low,8.61
28317,2025-06-02 20:58:21,Car,51,51.157987,71.411333,Normal,Low,14.5
28318,2025-06-02 20:58:31,Bus,72,51.106693,71.459154,Normal,Low,15.34
28319,2025-06-02 21:14:54,Bus,10,51.133428,71.383628,Normal,Low,25.0
28320,2025-06-02 21:23:18,Bicycle,23,51.124676,71.437557,Normal,Low,28.34
28321,2025-06-02 22:21:47,Car,119,51.177449,71.39015,Normal,Low,39.83
28322,2025-06-02 22:54:33,Bicycle,85,51.180066,71.379233,Normal,Low,46.44
28323,2025-06-02 22:55:50,Bus,101,51.130513,71.506175,Normal,Low,53.83
28324,2025-06-02 23:06:52,Car,75,51.159792,71.373221,Normal,Low,55.69
28325,2025-06-02 23:26:45,Bus,3,51.16181,71.514519,Normal,Low,62.04
28326,2025-06-03 00:18:57,Motorcycle,30,51.176333,71.436698,Normal,Low,68.26
28327,2025-06-03 00:40:14,Truck,31,51.119144,71.473381,Normal,Low,74.83
28328,2025-06-03 01:06:40,Car,41,51.110038,71.422485,Normal,Low,81.17
28329,2025-06-03 01:28:21,Car,31,51.178011,71.387292,Normal,Low,83.45
28330,2025-06-03 01:36:26,Bicycle,51,51.152626,71.538362,Normal,Low,78.7
28331,2025-06-03 01:50:43,Truck,6,51.086566,71.424645,Normal,Low,78.3
28332,2025-06-03 02:16:05,Motorcycle,70,51.176214,71.475611,Normal,Low,87.74
28333,2025-06-03 02:45:02,Bicycle,9,51.095811,71.42043,Normal,Low,80.51
28334,2025-06-03 03:16:03,Bus,95,51.150532,71.493046,Normal,Low,79.29
28335,2025-06-03 03:21:05,Bicycle,115,51.15092,71.545381,Normal,Low,84.7
